clusterID,Size,IDs,,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,,,,,
cluster_1237,1,howardcomputers_0960,,,cluster_1237,1,,cluster_1237,1,,cluster_1237,1,,cluster_1237,1,,cluster_1237,1,,cluster_1237,1,,cluster_1237,1,,cluster_1237,1,,,,,,
cluster_9392,1,nautilusnet_0071,,,cluster_9392,1,,cluster_9392,1,,cluster_9392,1,,cluster_9392,1,,cluster_9392,1,,cluster_9392,1,,cluster_9392,1,,cluster_9392,1,,,,,,
cluster_4115,1,techcrave_2388,,,cluster_4115,1,,cluster_4115,1,,cluster_4115,1,,cluster_4115,1,,cluster_4115,1,,cluster_4115,1,,cluster_4115,1,,cluster_4115,1,,,,,,
cluster_7098,1,pcmg_0400,,,cluster_7098,1,,cluster_7098,1,,cluster_7098,1,,cluster_7098,1,,cluster_7098,1,,cluster_7098,1,,cluster_7098,1,,cluster_7098,1,,,,,,
cluster_12334,1,buydig_0267,,,cluster_12334,1,,cluster_12334,1,,cluster_12334,1,,cluster_12334,1,,cluster_12334,1,,cluster_12334,1,,cluster_12334,1,,cluster_12334,1,,,,,,
cluster_1182,1,techcrave_1169,,,cluster_1182,1,,cluster_1182,1,,cluster_1182,1,,cluster_1182,1,,cluster_1182,1,,cluster_1182,1,,cluster_1182,1,,cluster_1182,1,,,,,,
cluster_3481,1,kaizyr_0047,,,cluster_3481,1,,cluster_3481,1,,cluster_3481,1,,cluster_3481,1,,cluster_3481,1,,cluster_3481,1,,cluster_3481,1,,cluster_3481,1,,,,,,
cluster_5866,1,techcrave_1161,,,cluster_5866,1,,cluster_5866,1,,cluster_5866,1,,cluster_5866,1,,cluster_5866,1,,cluster_5866,1,,cluster_5866,1,,cluster_5866,1,,,,,,
cluster_8589,1,howardcomputers_1114,,,cluster_8589,1,,cluster_8589,1,,cluster_8589,1,,cluster_8589,1,,cluster_8589,1,,cluster_8589,1,,cluster_8589,1,,cluster_8589,1,,,,,,
cluster_4408,1,techcrave_0718,,,cluster_4408,1,,cluster_4408,1,,cluster_4408,1,,cluster_4408,1,,cluster_4408,1,,cluster_4408,1,,cluster_4408,1,,cluster_4408,1,,,,,,
cluster_6947,1,electronicsface_0303,,,cluster_6947,1,,cluster_6947,1,,cluster_6947,1,,cluster_6947,1,,cluster_6947,1,,cluster_6947,1,,cluster_6947,1,,cluster_6947,1,,,,,,
cluster_7834,1,truecurate_0156,,,cluster_7834,1,,cluster_7834,1,,cluster_7834,1,,cluster_7834,1,,cluster_7834,1,,cluster_7834,1,,cluster_7834,1,,cluster_7834,1,,,,,,
cluster_10442,1,techcrave_0635,,,cluster_10442,1,,cluster_10442,1,,cluster_10442,1,,cluster_10442,1,,cluster_10442,1,,cluster_10442,1,,cluster_10442,1,,cluster_10442,1,,,,,,
cluster_11493,1,box_0413,,,cluster_11493,1,,cluster_11493,1,,cluster_11493,1,,cluster_11493,1,,cluster_11493,1,,cluster_11493,1,,cluster_11493,1,,cluster_11493,1,,,,,,
cluster_12337,1,portableOne_0171,,,cluster_12337,1,,cluster_12337,1,,cluster_12337,1,,cluster_12337,1,,cluster_12337,1,,cluster_12337,1,,cluster_12337,1,,cluster_12337,1,,,,,,
cluster_1348,1,cclonline_0165,,,cluster_1348,1,,cluster_1348,1,,cluster_1348,1,,cluster_1348,1,,cluster_1348,1,,cluster_1348,1,,cluster_1348,1,,cluster_1348,1,,,,,,
cluster_12468,1,sdicraft_0443,,,cluster_12468,1,,cluster_12468,1,,cluster_12468,1,,cluster_12468,1,,cluster_12468,1,,cluster_12468,1,,cluster_12468,1,,cluster_12468,1,,,,,,
cluster_1772,1,techcrave_1144,,,cluster_1772,1,,cluster_1772,1,,cluster_1772,1,,cluster_1772,1,,cluster_1772,1,,cluster_1772,1,,cluster_1772,1,,cluster_1772,1,,,,,,
cluster_4094,1,antonline_1136,,,cluster_4094,1,,cluster_4094,1,,cluster_4094,1,,cluster_4094,1,,cluster_4094,1,,cluster_4094,1,,cluster_4094,1,,cluster_4094,1,,,,,,
cluster_3672,1,box_0285,,,cluster_3672,1,,cluster_3672,1,,cluster_3672,1,,cluster_3672,1,,cluster_3672,1,,cluster_3672,1,,cluster_3672,1,,cluster_3672,1,,,,,,
cluster_5928,1,techcrave_0719,,,cluster_5928,1,,cluster_5928,1,,cluster_5928,1,,cluster_5928,1,,cluster_5928,1,,cluster_5928,1,,cluster_5928,1,,cluster_5928,1,,,,,,
cluster_11274,1,box_0208,,,cluster_11274,1,,cluster_11274,1,,cluster_11274,1,,cluster_11274,1,,cluster_11274,1,,cluster_11274,1,,cluster_11274,1,,cluster_11274,1,,,,,,
cluster_3647,1,box_0148,,,cluster_3647,1,,cluster_3647,1,,cluster_3647,1,,cluster_3647,1,,cluster_3647,1,,cluster_3647,1,,cluster_3647,1,,cluster_3647,1,,,,,,
cluster_3016,1,techcrave_2494,,,cluster_3016,1,,cluster_3016,1,,cluster_3016,1,,cluster_3016,1,,cluster_3016,1,,cluster_3016,1,,cluster_3016,1,,cluster_3016,1,,,,,,
cluster_691,1,techcrave_0263,,,cluster_691,1,,cluster_691,1,,cluster_691,1,,cluster_691,1,,cluster_691,1,,cluster_691,1,,cluster_691,1,,cluster_691,1,,,,,,
cluster_4531,1,techcrave_1556,,,cluster_4531,1,,cluster_4531,1,,cluster_4531,1,,cluster_4531,1,,cluster_4531,1,,cluster_4531,1,,cluster_4531,1,,cluster_4531,1,,,,,,
cluster_9684,1,microcenter_0096,,,cluster_9684,1,,cluster_9684,1,,cluster_9684,1,,cluster_9684,1,,cluster_9684,1,,cluster_9684,1,,cluster_9684,1,,cluster_9684,1,,,,,,
cluster_9705,1,nautilusnet_0013,,,cluster_9705,1,,cluster_9705,1,,cluster_9705,1,,cluster_9705,1,,cluster_9705,1,,cluster_9705,1,,cluster_9705,1,,cluster_9705,1,,,,,,
cluster_10578,1,antonline_0422,,,cluster_10578,1,,cluster_10578,1,,cluster_10578,1,,cluster_10578,1,,cluster_10578,1,,cluster_10578,1,,cluster_10578,1,,cluster_10578,1,,,,,,
cluster_11109,1,electronicsface_0199,,,cluster_11109,1,,cluster_11109,1,,cluster_11109,1,,cluster_11109,1,,cluster_11109,1,,cluster_11109,1,,cluster_11109,1,,cluster_11109,1,,,,,,
cluster_12193,1,portableOne_0205,,,cluster_12193,1,,cluster_12193,1,,cluster_12193,1,,cluster_12193,1,,cluster_12193,1,,cluster_12193,1,,cluster_12193,1,,cluster_12193,1,,,,,,
cluster_7423,1,massgenie_0762,,,cluster_7423,1,,cluster_7423,1,,cluster_7423,1,,cluster_7423,1,,cluster_7423,1,,cluster_7423,1,,cluster_7423,1,,cluster_7423,1,,,,,,
cluster_10887,1,techcrave_1022,,,cluster_10887,1,,cluster_10887,1,,cluster_10887,1,,cluster_10887,1,,cluster_10887,1,,cluster_10887,1,,cluster_10887,1,,cluster_10887,1,,,,,,
cluster_4992,1,massgenie_0436,,,cluster_4992,1,,cluster_4992,1,,cluster_4992,1,,cluster_4992,1,,cluster_4992,1,,cluster_4992,1,,cluster_4992,1,,cluster_4992,1,,,,,,
cluster_3461,1,techcrave_2010,,,cluster_3461,1,,cluster_3461,1,,cluster_3461,1,,cluster_3461,1,,cluster_3461,1,,cluster_3461,1,,cluster_3461,1,,cluster_3461,1,,,,,,
cluster_3852,1,techcrave_0723,,,cluster_3852,1,,cluster_3852,1,,cluster_3852,1,,cluster_3852,1,,cluster_3852,1,,cluster_3852,1,,cluster_3852,1,,cluster_3852,1,,,,,,
cluster_11592,1,jw_0059,,,cluster_11592,1,,cluster_11592,1,,cluster_11592,1,,cluster_11592,1,,cluster_11592,1,,cluster_11592,1,,cluster_11592,1,,cluster_11592,1,,,,,,
cluster_8312,1,massgenie_0573,,,cluster_8312,1,,cluster_8312,1,,cluster_8312,1,,cluster_8312,1,,cluster_8312,1,,cluster_8312,1,,cluster_8312,1,,cluster_8312,1,,,,,,
cluster_5509,1,savingslots_0595,,,cluster_5509,1,,cluster_5509,1,,cluster_5509,1,,cluster_5509,1,,cluster_5509,1,,cluster_5509,1,,cluster_5509,1,,cluster_5509,1,,,,,,
cluster_12167,1,box_0064,,,cluster_12167,1,,cluster_12167,1,,cluster_12167,1,,cluster_12167,1,,cluster_12167,1,,cluster_12167,1,,cluster_12167,1,,cluster_12167,1,,,,,,
cluster_7428,1,jw_0123,,,cluster_7428,1,,cluster_7428,1,,cluster_7428,1,,cluster_7428,1,,cluster_7428,1,,cluster_7428,1,,cluster_7428,1,,cluster_7428,1,,,,,,
cluster_10315,1,savingslots_0096,,,cluster_10315,1,,cluster_10315,1,,cluster_10315,1,,cluster_10315,1,,cluster_10315,1,,cluster_10315,1,,cluster_10315,1,,cluster_10315,1,,,,,,
cluster_12118,1,dgxtech_0173,,,cluster_12118,1,,cluster_12118,1,,cluster_12118,1,,cluster_12118,1,,cluster_12118,1,,cluster_12118,1,,cluster_12118,1,,cluster_12118,1,,,,,,
cluster_5236,1,pcmg_0333,,,cluster_5236,1,,cluster_5236,1,,cluster_5236,1,,cluster_5236,1,,cluster_5236,1,,cluster_5236,1,,cluster_5236,1,,cluster_5236,1,,,,,,
cluster_3325,1,antonline_0682,,,cluster_3325,1,,cluster_3325,1,,cluster_3325,1,,cluster_3325,1,,cluster_3325,1,,cluster_3325,1,,cluster_3325,1,,cluster_3325,1,,,,,,
cluster_10157,1,techcrave_0391,,,cluster_10157,1,,cluster_10157,1,,cluster_10157,1,,cluster_10157,1,,cluster_10157,1,,cluster_10157,1,,cluster_10157,1,,cluster_10157,1,,,,,,
cluster_8705,1,howardcomputers_0767,,,cluster_8705,1,,cluster_8705,1,,cluster_8705,1,,cluster_8705,1,,cluster_8705,1,,cluster_8705,1,,cluster_8705,1,,cluster_8705,1,,,,,,
cluster_12638,1,savingslots_0387,,,cluster_12638,1,,cluster_12638,1,,cluster_12638,1,,cluster_12638,1,,cluster_12638,1,,cluster_12638,1,,cluster_12638,1,,cluster_12638,1,,,,,,
cluster_9847,1,techcrave_0346,,,cluster_9847,1,,cluster_9847,1,,cluster_9847,1,,cluster_9847,1,,cluster_9847,1,,cluster_9847,1,,cluster_9847,1,,cluster_9847,1,,,,,,
cluster_3323,1,portableOne_0233,,,cluster_3323,1,,cluster_3323,1,,cluster_3323,1,,cluster_3323,1,,cluster_3323,1,,cluster_3323,1,,cluster_3323,1,,cluster_3323,1,,,,,,
cluster_8661,1,techcrave_1405,,,cluster_8661,1,,cluster_8661,1,,cluster_8661,1,,cluster_8661,1,,cluster_8661,1,,cluster_8661,1,,cluster_8661,1,,cluster_8661,1,,,,,,
cluster_3937,1,techcrave_0925,,,cluster_3937,1,,cluster_3937,1,,cluster_3937,1,,cluster_3937,1,,cluster_3937,1,,cluster_3937,1,,cluster_3937,1,,cluster_3937,1,,,,,,
cluster_2967,1,sdicraft_0620,,,cluster_2967,1,,cluster_2967,1,,cluster_2967,1,,cluster_2967,1,,cluster_2967,1,,cluster_2967,1,,cluster_2967,1,,cluster_2967,1,,,,,,
cluster_4694,1,massgenie_0339,,,cluster_4694,1,,cluster_4694,1,,cluster_4694,1,,cluster_4694,1,,cluster_4694,1,,cluster_4694,1,,cluster_4694,1,,cluster_4694,1,,,,,,
cluster_7688,1,techcrave_2409,,,cluster_7688,1,,cluster_7688,1,,cluster_7688,1,,cluster_7688,1,,cluster_7688,1,,cluster_7688,1,,cluster_7688,1,,cluster_7688,1,,,,,,
cluster_5924,1,portableOne_0160,,,cluster_5924,1,,cluster_5924,1,,cluster_5924,1,,cluster_5924,1,,cluster_5924,1,,cluster_5924,1,,cluster_5924,1,,cluster_5924,1,,,,,,
cluster_1984,1,electronicsface_0191,,,cluster_1984,1,,cluster_1984,1,,cluster_1984,1,,cluster_1984,1,,cluster_1984,1,,cluster_1984,1,,cluster_1984,1,,cluster_1984,1,,,,,,
cluster_2972,1,techcrave_0366,,,cluster_2972,1,,cluster_2972,1,,cluster_2972,1,,cluster_2972,1,,cluster_2972,1,,cluster_2972,1,,cluster_2972,1,,cluster_2972,1,,,,,,
cluster_8097,1,howardcomputers_0781,,,cluster_8097,1,,cluster_8097,1,,cluster_8097,1,,cluster_8097,1,,cluster_8097,1,,cluster_8097,1,,cluster_8097,1,,cluster_8097,1,,,,,,
cluster_11824,1,techcrave_2285,,,cluster_11824,1,,cluster_11824,1,,cluster_11824,1,,cluster_11824,1,,cluster_11824,1,,cluster_11824,1,,cluster_11824,1,,cluster_11824,1,,,,,,
cluster_1640,1,cukusa_0049,,,cluster_1640,1,,cluster_1640,1,,cluster_1640,1,,cluster_1640,1,,cluster_1640,1,,cluster_1640,1,,cluster_1640,1,,cluster_1640,1,,,,,,
cluster_11351,1,box_0365,,,cluster_11351,1,,cluster_11351,1,,cluster_11351,1,,cluster_11351,1,,cluster_11351,1,,cluster_11351,1,,cluster_11351,1,,cluster_11351,1,,,,,,
cluster_12389,1,antonline_1045,,,cluster_12389,1,,cluster_12389,1,,cluster_12389,1,,cluster_12389,1,,cluster_12389,1,,cluster_12389,1,,cluster_12389,1,,cluster_12389,1,,,,,,
cluster_2619,1,microcart_0182,,,cluster_2619,1,,cluster_2619,1,,cluster_2619,1,,cluster_2619,1,,cluster_2619,1,,cluster_2619,1,,cluster_2619,1,,cluster_2619,1,,,,,,
cluster_1528,1,bhphotovideo_0077,,,cluster_1528,1,,cluster_1528,1,,cluster_1528,1,,cluster_1528,1,,cluster_1528,1,,cluster_1528,1,,cluster_1528,1,,cluster_1528,1,,,,,,
cluster_581,1,techcrave_1177,,,cluster_581,1,,cluster_581,1,,cluster_581,1,,cluster_581,1,,cluster_581,1,,cluster_581,1,,cluster_581,1,,cluster_581,1,,,,,,
cluster_4748,1,jw_0162,,,cluster_4748,1,,cluster_4748,1,,cluster_4748,1,,cluster_4748,1,,cluster_4748,1,,cluster_4748,1,,cluster_4748,1,,cluster_4748,1,,,,,,
cluster_11632,1,electronicsface_0012,,,cluster_11632,1,,cluster_11632,1,,cluster_11632,1,,cluster_11632,1,,cluster_11632,1,,cluster_11632,1,,cluster_11632,1,,cluster_11632,1,,,,,,
cluster_4876,1,howardcomputers_0902,,,cluster_4876,1,,cluster_4876,1,,cluster_4876,1,,cluster_4876,1,,cluster_4876,1,,cluster_4876,1,,cluster_4876,1,,cluster_4876,1,,,,,,
cluster_8987,1,abt_0013,,,cluster_8987,1,,cluster_8987,1,,cluster_8987,1,,cluster_8987,1,,cluster_8987,1,,cluster_8987,1,,cluster_8987,1,,cluster_8987,1,,,,,,
cluster_3486,1,antonline_0549,,,cluster_3486,1,,cluster_3486,1,,cluster_3486,1,,cluster_3486,1,,cluster_3486,1,,cluster_3486,1,,cluster_3486,1,,cluster_3486,1,,,,,,
cluster_8862,1,kaizyr_0177,,,cluster_8862,1,,cluster_8862,1,,cluster_8862,1,,cluster_8862,1,,cluster_8862,1,,cluster_8862,1,,cluster_8862,1,,cluster_8862,1,,,,,,
cluster_7220,1,techcrave_1304,,,cluster_7220,1,,cluster_7220,1,,cluster_7220,1,,cluster_7220,1,,cluster_7220,1,,cluster_7220,1,,cluster_7220,1,,cluster_7220,1,,,,,,
cluster_12098,1,sdicraft_0614,,,cluster_12098,1,,cluster_12098,1,,cluster_12098,1,,cluster_12098,1,,cluster_12098,1,,cluster_12098,1,,cluster_12098,1,,cluster_12098,1,,,,,,
cluster_5698,1,techcrave_1600,,,cluster_5698,1,,cluster_5698,1,,cluster_5698,1,,cluster_5698,1,,cluster_5698,1,,cluster_5698,1,,cluster_5698,1,,cluster_5698,1,,,,,,
cluster_4958,1,cclonline_0143,,,cluster_4958,1,,cluster_4958,1,,cluster_4958,1,,cluster_4958,1,,cluster_4958,1,,cluster_4958,1,,cluster_4958,1,,cluster_4958,1,,,,,,
cluster_7342,1,techcrave_2245,,,cluster_7342,1,,cluster_7342,1,,cluster_7342,1,,cluster_7342,1,,cluster_7342,1,,cluster_7342,1,,cluster_7342,1,,cluster_7342,1,,,,,,
cluster_3828,1,techcrave_2038,,,cluster_3828,1,,cluster_3828,1,,cluster_3828,1,,cluster_3828,1,,cluster_3828,1,,cluster_3828,1,,cluster_3828,1,,cluster_3828,1,,,,,,
cluster_1358,1,techcrave_1493,,,cluster_1358,1,,cluster_1358,1,,cluster_1358,1,,cluster_1358,1,,cluster_1358,1,,cluster_1358,1,,cluster_1358,1,,cluster_1358,1,,,,,,
cluster_12676,1,jw_0094,,,cluster_12676,1,,cluster_12676,1,,cluster_12676,1,,cluster_12676,1,,cluster_12676,1,,cluster_12676,1,,cluster_12676,1,,cluster_12676,1,,,,,,
cluster_991,1,antonline_0710,,,cluster_991,1,,cluster_991,1,,cluster_991,1,,cluster_991,1,,cluster_991,1,,cluster_991,1,,cluster_991,1,,cluster_991,1,,,,,,
cluster_11068,1,truecurate_0322,,,cluster_11068,1,,cluster_11068,1,,cluster_11068,1,,cluster_11068,1,,cluster_11068,1,,cluster_11068,1,,cluster_11068,1,,cluster_11068,1,,,,,,
cluster_4085,1,savingslots_0106,,,cluster_4085,1,,cluster_4085,1,,cluster_4085,1,,cluster_4085,1,,cluster_4085,1,,cluster_4085,1,,cluster_4085,1,,cluster_4085,1,,,,,,
cluster_943,1,portableOne_0100,,,cluster_943,1,,cluster_943,1,,cluster_943,1,,cluster_943,1,,cluster_943,1,,cluster_943,1,,cluster_943,1,,cluster_943,1,,,,,,
cluster_977,1,techcrave_2326,,,cluster_977,1,,cluster_977,1,,cluster_977,1,,cluster_977,1,,cluster_977,1,,cluster_977,1,,cluster_977,1,,cluster_977,1,,,,,,
cluster_5433,1,pcmg_0624,,,cluster_5433,1,,cluster_5433,1,,cluster_5433,1,,cluster_5433,1,,cluster_5433,1,,cluster_5433,1,,cluster_5433,1,,cluster_5433,1,,,,,,
cluster_1272,1,antonline_0786,,,cluster_1272,1,,cluster_1272,1,,cluster_1272,1,,cluster_1272,1,,cluster_1272,1,,cluster_1272,1,,cluster_1272,1,,cluster_1272,1,,,,,,
cluster_5237,1,macmall_0569,,,cluster_5237,1,,cluster_5237,1,,cluster_5237,1,,cluster_5237,1,,cluster_5237,1,,cluster_5237,1,,cluster_5237,1,,cluster_5237,1,,,,,,
cluster_3385,1,portableOne_0270,,,cluster_3385,1,,cluster_3385,1,,cluster_3385,1,,cluster_3385,1,,cluster_3385,1,,cluster_3385,1,,cluster_3385,1,,cluster_3385,1,,,,,,
cluster_6291,1,techcrave_1051,,,cluster_6291,1,,cluster_6291,1,,cluster_6291,1,,cluster_6291,1,,cluster_6291,1,,cluster_6291,1,,cluster_6291,1,,cluster_6291,1,,,,,,
cluster_1862,1,techcrave_1661,,,cluster_1862,1,,cluster_1862,1,,cluster_1862,1,,cluster_1862,1,,cluster_1862,1,,cluster_1862,1,,cluster_1862,1,,cluster_1862,1,,,,,,
cluster_8466,1,massgenie_0429,,,cluster_8466,1,,cluster_8466,1,,cluster_8466,1,,cluster_8466,1,,cluster_8466,1,,cluster_8466,1,,cluster_8466,1,,cluster_8466,1,,,,,,
cluster_8944,1,massgenie_0353,,,cluster_8944,1,,cluster_8944,1,,cluster_8944,1,,cluster_8944,1,,cluster_8944,1,,cluster_8944,1,,cluster_8944,1,,cluster_8944,1,,,,,,
cluster_60,1,howardcomputers_0692,,,cluster_60,1,,cluster_60,1,,cluster_60,1,,cluster_60,1,,cluster_60,1,,cluster_60,1,,cluster_60,1,,cluster_60,1,,,,,,
cluster_3577,1,howardcomputers_0050,,,cluster_3577,1,,cluster_3577,1,,cluster_3577,1,,cluster_3577,1,,cluster_3577,1,,cluster_3577,1,,cluster_3577,1,,cluster_3577,1,,,,,,
cluster_3801,1,electronicsface_0053,,,cluster_3801,1,,cluster_3801,1,,cluster_3801,1,,cluster_3801,1,,cluster_3801,1,,cluster_3801,1,,cluster_3801,1,,cluster_3801,1,,,,,,
cluster_4326,1,techcrave_2190,,,cluster_4326,1,,cluster_4326,1,,cluster_4326,1,,cluster_4326,1,,cluster_4326,1,,cluster_4326,1,,cluster_4326,1,,cluster_4326,1,,,,,,
cluster_9172,1,techcrave_0125,,,cluster_9172,1,,cluster_9172,1,,cluster_9172,1,,cluster_9172,1,,cluster_9172,1,,cluster_9172,1,,cluster_9172,1,,cluster_9172,1,,,,,,
cluster_8369,1,techcrave_0641,,,cluster_8369,1,,cluster_8369,1,,cluster_8369,1,,cluster_8369,1,,cluster_8369,1,,cluster_8369,1,,cluster_8369,1,,cluster_8369,1,,,,,,
cluster_5035,1,techcrave_0900,,,cluster_5035,1,,cluster_5035,1,,cluster_5035,1,,cluster_5035,1,,cluster_5035,1,,cluster_5035,1,,cluster_5035,1,,cluster_5035,1,,,,,,
cluster_1617,1,massgenie_0226,,,cluster_1617,1,,cluster_1617,1,,cluster_1617,1,,cluster_1617,1,,cluster_1617,1,,cluster_1617,1,,cluster_1617,1,,cluster_1617,1,,,,,,
cluster_5410,1,microcart_0186,,,cluster_5410,1,,cluster_5410,1,,cluster_5410,1,,cluster_5410,1,,cluster_5410,1,,cluster_5410,1,,cluster_5410,1,,cluster_5410,1,,,,,,
cluster_3484,1,truecurate_0287,,,cluster_3484,1,,cluster_3484,1,,cluster_3484,1,,cluster_3484,1,,cluster_3484,1,,cluster_3484,1,,cluster_3484,1,,cluster_3484,1,,,,,,
cluster_8587,1,howardcomputers_0944,,,cluster_8587,1,,cluster_8587,1,,cluster_8587,1,,cluster_8587,1,,cluster_8587,1,,cluster_8587,1,,cluster_8587,1,,cluster_8587,1,,,,,,
cluster_11076,1,howardcomputers_0984,,,cluster_11076,1,,cluster_11076,1,,cluster_11076,1,,cluster_11076,1,,cluster_11076,1,,cluster_11076,1,,cluster_11076,1,,cluster_11076,1,,,,,,
cluster_3213,1,howardcomputers_0832,,,cluster_3213,1,,cluster_3213,1,,cluster_3213,1,,cluster_3213,1,,cluster_3213,1,,cluster_3213,1,,cluster_3213,1,,cluster_3213,1,,,,,,
cluster_5021,1,techcrave_0875,,,cluster_5021,1,,cluster_5021,1,,cluster_5021,1,,cluster_5021,1,,cluster_5021,1,,cluster_5021,1,,cluster_5021,1,,cluster_5021,1,,,,,,
cluster_8720,1,massgenie_0676,,,cluster_8720,1,,cluster_8720,1,,cluster_8720,1,,cluster_8720,1,,cluster_8720,1,,cluster_8720,1,,cluster_8720,1,,cluster_8720,1,,,,,,
cluster_11203,1,pcmg_0557,,,cluster_11203,1,,cluster_11203,1,,cluster_11203,1,,cluster_11203,1,,cluster_11203,1,,cluster_11203,1,,cluster_11203,1,,cluster_11203,1,,,,,,
cluster_7000,1,nautilusnet_0065,,,cluster_7000,1,,cluster_7000,1,,cluster_7000,1,,cluster_7000,1,,cluster_7000,1,,cluster_7000,1,,cluster_7000,1,,cluster_7000,1,,,,,,
cluster_3267,1,galleon_0014,,,cluster_3267,1,,cluster_3267,1,,cluster_3267,1,,cluster_3267,1,,cluster_3267,1,,cluster_3267,1,,cluster_3267,1,,cluster_3267,1,,,,,,
cluster_3138,1,jw_0035,,,cluster_3138,1,,cluster_3138,1,,cluster_3138,1,,cluster_3138,1,,cluster_3138,1,,cluster_3138,1,,cluster_3138,1,,cluster_3138,1,,,,,,
cluster_6181,1,howardcomputers_0435,,,cluster_6181,1,,cluster_6181,1,,cluster_6181,1,,cluster_6181,1,,cluster_6181,1,,cluster_6181,1,,cluster_6181,1,,cluster_6181,1,,,,,,
cluster_7753,1,jw_0084,,,cluster_7753,1,,cluster_7753,1,,cluster_7753,1,,cluster_7753,1,,cluster_7753,1,,cluster_7753,1,,cluster_7753,1,,cluster_7753,1,,,,,,
cluster_9340,1,massgenie_0420,,,cluster_9340,1,,cluster_9340,1,,cluster_9340,1,,cluster_9340,1,,cluster_9340,1,,cluster_9340,1,,cluster_9340,1,,cluster_9340,1,,,,,,
cluster_8094,1,techcrave_0528,,,cluster_8094,1,,cluster_8094,1,,cluster_8094,1,,cluster_8094,1,,cluster_8094,1,,cluster_8094,1,,cluster_8094,1,,cluster_8094,1,,,,,,
cluster_46,1,howardcomputers_1159,,,cluster_46,1,,cluster_46,1,,cluster_46,1,,cluster_46,1,,cluster_46,1,,cluster_46,1,,cluster_46,1,,cluster_46,1,,,,,,
cluster_921,1,howardcomputers_1132,,,cluster_921,1,,cluster_921,1,,cluster_921,1,,cluster_921,1,,cluster_921,1,,cluster_921,1,,cluster_921,1,,cluster_921,1,,,,,,
cluster_7703,1,techcrave_1442,,,cluster_7703,1,,cluster_7703,1,,cluster_7703,1,,cluster_7703,1,,cluster_7703,1,,cluster_7703,1,,cluster_7703,1,,cluster_7703,1,,,,,,
cluster_1159,1,antonline_0998,,,cluster_1159,1,,cluster_1159,1,,cluster_1159,1,,cluster_1159,1,,cluster_1159,1,,cluster_1159,1,,cluster_1159,1,,cluster_1159,1,,,,,,
cluster_2960,1,antonline_0838,,,cluster_2960,1,,cluster_2960,1,,cluster_2960,1,,cluster_2960,1,,cluster_2960,1,,cluster_2960,1,,cluster_2960,1,,cluster_2960,1,,,,,,
cluster_527,1,massgenie_0325,,,cluster_527,1,,cluster_527,1,,cluster_527,1,,cluster_527,1,,cluster_527,1,,cluster_527,1,,cluster_527,1,,cluster_527,1,,,,,,
cluster_4087,1,portableOne_0087,,,cluster_4087,1,,cluster_4087,1,,cluster_4087,1,,cluster_4087,1,,cluster_4087,1,,cluster_4087,1,,cluster_4087,1,,cluster_4087,1,,,,,,
cluster_11143,1,howardcomputers_0975,,,cluster_11143,1,,cluster_11143,1,,cluster_11143,1,,cluster_11143,1,,cluster_11143,1,,cluster_11143,1,,cluster_11143,1,,cluster_11143,1,,,,,,
cluster_9611,1,cukusa_0022,,,cluster_9611,1,,cluster_9611,1,,cluster_9611,1,,cluster_9611,1,,cluster_9611,1,,cluster_9611,1,,cluster_9611,1,,cluster_9611,1,,,,,,
cluster_1201,1,box_0144,,,cluster_1201,1,,cluster_1201,1,,cluster_1201,1,,cluster_1201,1,,cluster_1201,1,,cluster_1201,1,,cluster_1201,1,,cluster_1201,1,,,,,,
cluster_10845,1,box_0495,,,cluster_10845,1,,cluster_10845,1,,cluster_10845,1,,cluster_10845,1,,cluster_10845,1,,cluster_10845,1,,cluster_10845,1,,cluster_10845,1,,,,,,
cluster_11912,1,electronicsface_0186,,,cluster_11912,1,,cluster_11912,1,,cluster_11912,1,,cluster_11912,1,,cluster_11912,1,,cluster_11912,1,,cluster_11912,1,,cluster_11912,1,,,,,,
cluster_6554,1,massgenie_0028,,,cluster_6554,1,,cluster_6554,1,,cluster_6554,1,,cluster_6554,1,,cluster_6554,1,,cluster_6554,1,,cluster_6554,1,,cluster_6554,1,,,,,,
cluster_669,1,techcrave_0402,,,cluster_669,1,,cluster_669,1,,cluster_669,1,,cluster_669,1,,cluster_669,1,,cluster_669,1,,cluster_669,1,,cluster_669,1,,,,,,
cluster_7845,1,techcrave_1607,,,cluster_7845,1,,cluster_7845,1,,cluster_7845,1,,cluster_7845,1,,cluster_7845,1,,cluster_7845,1,,cluster_7845,1,,cluster_7845,1,,,,,,
cluster_4166,1,techcrave_0189,,,cluster_4166,1,,cluster_4166,1,,cluster_4166,1,,cluster_4166,1,,cluster_4166,1,,cluster_4166,1,,cluster_4166,1,,cluster_4166,1,,,,,,
cluster_6457,1,massgenie_0734,,,cluster_6457,1,,cluster_6457,1,,cluster_6457,1,,cluster_6457,1,,cluster_6457,1,,cluster_6457,1,,cluster_6457,1,,cluster_6457,1,,,,,,
cluster_5667,1,techcrave_0868,,,cluster_5667,1,,cluster_5667,1,,cluster_5667,1,,cluster_5667,1,,cluster_5667,1,,cluster_5667,1,,cluster_5667,1,,cluster_5667,1,,,,,,
